AQHN01000001.1:['XOC_0082', '3662173', '3662482', '-1', '64.151', 'True']
KI911771.1:['XOC_0078', '5147308', '5149759', '-1', '75.0', 'True']
KI911771.1:['XOC_0081', '5152325', '5153168', '-1', '84.173', 'True']
KI911771.1:['XOC_0084', '5154846', '5156049', '-1', '85.5', 'True']
KI911771.1:['XOC_0083', '5153465', '5154755', '-1', '84.689', 'True']
KI911771.1:['XOC_0080', '5151057', '5152326', '-1', '84.173', 'True']
LFIQ01000001.1:['XOC_0077', '2749234', '2750137', '-1', '73.72', 'True']
LFIQ01000001.1:['XOC_0082', '2755272', '2755572', '-1', '73.494', 'True']
LFIQ01000001.1:['XOC_0079', '2751936', '2752944', '-1', '77.313', 'True']
LFIQ01000001.1:['XOC_0083', '2755573', '2756863', '-1', '84.689', 'True']
LFIQ01000001.1:['XOC_0080', '2752940', '2754431', '-1', '85.219', 'True']
LFIQ01000001.1:['XOC_0078', '2750133', '2751690', '-1', '75.287', 'True']
LFIQ01000001.1:['XOC_0084', '2756958', '2758161', '-1', '87.25', 'True']
LFIQ01000001.1:['XOC_0081', '2754430', '2755276', '-1', '83.026', 'True']
KB902768.1:['XOC_0083', '2429793', '2431068', '1', '84.706', 'True']
KB902768.1:['XOC_0082', '2431071', '2431392', '1', '84.706', 'True']
KB902768.1:['XOC_0081', '2431342', '2432221', '1', '85.87', 'True']
KB902768.1:['XOC_0077', '2436528', '2437431', '1', '73.038', 'True']
KB902768.1:['XOC_0078', '2434981', '2436532', '1', '74.808', 'True']
KB902768.1:['XOC_0084', '2428526', '2429699', '1', '88.462', 'True']
KB902768.1:['XOC_0080', '2432220', '2433564', '1', '83.221', 'True']
KB902768.1:['XOC_0079', '2433698', '2434697', '1', '76.737', 'True']
AP014659.1:['XOC_0081', '2452188', '2453034', '-1', '86.716', 'True']
AP014659.1:['XOC_0080', '2450845', '2452198', '-1', '82.87', 'True']
AP014659.1:['XOC_0077', '2447002', '2447905', '-1', '74.403', 'True']
AP014659.1:['XOC_0078', '2447901', '2449452', '-1', '74.615', 'True']
AP014659.1:['XOC_0083', '2453330', '2454620', '-1', '84.471', 'True']
AP014659.1:['XOC_0079', '2449742', '2450849', '-1', '75.522', 'True']
AP014659.1:['XOC_0084', '2454703', '2455909', '-1', '88.636', 'True']
AP014659.1:['XOC_0082', '2453038', '2453329', '-1', '62.5', 'True']
AYWB01000001.1:['XOC_0076', '4844585', '4845731', '1', '85.556', 'True']
AYWB01000001.1:['XOC_0083', '4239808', '4241044', '-1', '30.086', 'True']
AYWB01000001.1:['XOC_0082', '4838388', '4838649', '1', '82.131', 'True']
AYWB01000001.1:['XOC_0080', '4839524', '4840868', '1', '85.459', 'True']
AYWB01000001.1:['XOC_0078', '4842194', '4843700', '1', '75.356', 'True']
AYWB01000001.1:['XOC_0084', '4835803', '4837006', '1', '88.0', 'True']
AYWB01000001.1:['XOC_0081', '4838679', '4839525', '1', '82.131', 'True']
AYWB01000001.1:['XOC_0079', '4841016', '4842006', '1', '78.105', 'True']
AYWB01000001.1:['XOC_0077', '4843696', '4844599', '1', '71.672', 'True']
AYWB01000001.1:['XOC_0083', '4837031', '4838387', '1', '82.27', 'True']
ATYH01000001.1:['XOC_0083', '1690035', '1691283', '1', '28.406', 'True']
ATYH01000001.1:['XOC_0081', '5953345', '5954101', '-1', '41.365', 'True']
ATYH01000001.1:['XOC_0084', '5855211', '5856414', '-1', '87.0', 'True']
ATYH01000001.1:['XOC_0083', '5854691', '5855117', '-1', '64.103', 'False']
ATYH01000001.1:['XOC_0083', '5854179', '5854737', '-1', '80.0', 'False']
ATYH01000001.1:['XOC_0079', '2992163', '2993078', '1', '42.248', 'True']
ATYH01000001.1:['XOC_0080', '5682254', '5683655', '1', '29.121', 'False']
ATYY01000001.1:['XOC_0080', '5450755', '5450959', '1', '69.492', 'False']
ATYY01000001.1:['XOC_0084', '5446942', '5448226', '1', '82.0', 'True']
ATYY01000001.1:['XOC_0079', '5452183', '5453176', '1', '74.161', 'True']
ATYY01000001.1:['XOC_0083', '5268024', '5269269', '-1', '28.406', 'True']
ATYY01000001.1:['XOC_0082', '5449609', '5449918', '1', '55.66', 'True']
ATYY01000001.1:['XOC_0078', '5453395', '5454937', '1', '67.767', 'True']
ATYY01000001.1:['XOC_0081', '5449868', '5450750', '1', '82.079', 'True']
ATYY01000001.1:['XOC_0083', '5448276', '5449608', '1', '81.818', 'True']
ATYY01000001.1:['XOC_0077', '5454926', '5455832', '1', '65.035', 'True']
ATYY01000001.1:['XOC_0080', '5450939', '5452094', '1', '74.219', 'True']
ATYB01000007.1:['XOC_0081', '6364440', '6365313', '1', '85.0', 'True']
ATYB01000007.1:['XOC_0085', '6359621', '6360854', '1', '83.42', 'True']
ATYB01000007.1:['XOC_0082', '6364181', '6364490', '1', '64.706', 'True']
ATYB01000007.1:['XOC_0083', '6362889', '6364194', '1', '85.882', 'True']
ATYB01000007.1:['XOC_0077', '6369502', '6370405', '1', '73.379', 'True']
ATYB01000007.1:['XOC_0079', '6366801', '6367809', '1', '76.418', 'True']
ATYB01000007.1:['XOC_0084', '6361592', '6362795', '1', '89.5', 'True']
ATYB01000007.1:['XOC_0080', '6365312', '6366656', '1', '85.011', 'True']
ATYB01000007.1:['XOC_0078', '6368990', '6369506', '1', '72.892', 'False']
ATYB01000007.1:['XOC_0076', '6370484', '6370616', '1', '70.732', 'False']
AXAE01000005.1:['XOC_0080', '6228687', '6230031', '-1', '86.13', 'True']
AXAE01000005.1:['XOC_0085', '6331319', '6332552', '1', '82.124', 'True']
AXAE01000005.1:['XOC_0076', '6223671', '6224727', '-1', '88.047', 'True']
AXAE01000005.1:['XOC_0083', '6231156', '6232446', '-1', '85.349', 'True']
AXAE01000005.1:['XOC_0077', '6224811', '6225714', '-1', '73.72', 'True']
AXAE01000005.1:['XOC_0084', '6232540', '6233743', '-1', '89.25', 'True']
AXAE01000005.1:['XOC_0079', '6227571', '6228537', '-1', '79.062', 'True']
AXAE01000005.1:['XOC_0081', '6230030', '6230288', '-1', '82.986', 'True']
AXAE01000005.1:['XOC_0078', '6225710', '6227261', '-1', '76.154', 'True']
AXAE01000005.1:['XOC_0082', '6230321', '6231155', '-1', '82.986', 'True']
AYXF01000001.1:['XOC_0080', '5742588', '5743932', '-1', '84.34', 'True']
AYXF01000001.1:['XOC_0083', '2761068', '2762304', '1', '29.65', 'True']
AYXF01000001.1:['XOC_0083', '5745069', '5746425', '-1', '82.27', 'True']
AYXF01000001.1:['XOC_0084', '5746450', '5747653', '-1', '87.0', 'True']
AYXF01000001.1:['XOC_0078', '5739755', '5741306', '-1', '74.853', 'True']
AYXF01000001.1:['XOC_0079', '5741451', '5742441', '-1', '76.025', 'True']
AYXF01000001.1:['XOC_0076', '5737724', '5738870', '-1', '85.0', 'True']
AYXF01000001.1:['XOC_0081', '5743931', '5744201', '-1', '81.1', 'True']
AYXF01000001.1:['XOC_0082', '5744231', '5745068', '-1', '81.1', 'True']
AYXF01000001.1:['XOC_0077', '5738856', '5739759', '-1', '71.672', 'True']
JAFC01000005.1:['XOC_0079', '6764026', '6764947', '-1', '38.869', 'True']
JAFC01000005.1:['XOC_0080', '7722255', '7723596', '1', '84.615', 'False']
JAFC01000005.1:['XOC_0082', '7720727', '7721015', '1', '65.049', 'True']
JAFC01000005.1:['XOC_0081', '7721001', '7721847', '1', '85.768', 'True']
JAFC01000005.1:['XOC_0084', '7718136', '7719342', '1', '89.141', 'True']
JAFC01000005.1:['XOC_0083', '7719436', '7720726', '1', '84.706', 'True']
CP003933.2:['XOC_0083', '3819438', '3820401', '1', '83.571', 'True']
CP003933.2:['XOC_0080', '63964', '65365', '1', '29.121', 'False']
CP003933.2:['XOC_0079', '3516708', '3517623', '1', '42.248', 'True']
CP003933.2:['XOC_0084', '3818141', '3819344', '1', '86.75', 'True']
CP003933.2:['XOC_0081', '1698865', '1699621', '1', '41.365', 'True']
AEYF01000001.1:['XOC_0084', '6443288', '6444569', '-1', '85.5', 'True']
AEYF01000001.1:['XOC_0081', '6440852', '6441695', '-1', '84.791', 'True']
AEYF01000001.1:['XOC_0076', '6435099', '6436149', '-1', '86.471', 'True']
AEYF01000001.1:['XOC_0080', '6439509', '6440853', '-1', '78.523', 'True']
AEYF01000001.1:['XOC_0078', '6437133', '6438687', '-1', '74.556', 'True']
AEYF01000001.1:['XOC_0079', '6433978', '6434908', '1', '33.083', 'True']
AEYF01000001.1:['XOC_0082', '6441681', '6442959', '-1', '83.529', 'True']
AEYF01000001.1:['XOC_0083', '6442962', '6443283', '-1', '83.529', 'True']
AEYF01000001.1:['XOC_0086', '6433978', '6434908', '1', '95.793', 'True']
AEYF01000001.1:['XOC_0077', '6436234', '6437137', '-1', '70.508', 'True']
JRPN01000001.1:['XOC_0079', '8691928', '8692927', '-1', '75.988', 'True']
JRPN01000001.1:['XOC_0082', '8695274', '8695565', '-1', '65.217', 'True']
JRPN01000001.1:['XOC_0083', '8695566', '8696856', '-1', '84.235', 'True']
JRPN01000001.1:['XOC_0077', '8689336', '8690239', '-1', '73.038', 'True']
JRPN01000001.1:['XOC_0080', '8693081', '8694425', '-1', '82.55', 'True']
JRPN01000001.1:['XOC_0081', '8694424', '8695270', '-1', '88.015', 'True']
JRPN01000001.1:['XOC_0084', '8696950', '8698156', '-1', '89.141', 'True']
JRPN01000001.1:['XOC_0078', '8690235', '8691786', '-1', '74.615', 'True']
CP006986.1:['XOC_0081', '5079824', '5080706', '1', '82.246', 'True']
CP006986.1:['XOC_0077', '5084849', '5085743', '1', '71.678', 'True']
CP006986.1:['XOC_0078', '5083299', '5084853', '1', '74.556', 'True']
CP006986.1:['XOC_0082', '5079556', '5079874', '1', '84.689', 'True']
CP006986.1:['XOC_0079', '5082143', '5083151', '1', '75.449', 'True']
CP006986.1:['XOC_0084', '5076980', '5078183', '1', '87.5', 'True']
CP006986.1:['XOC_0083', '5078275', '5079535', '1', '84.689', 'True']
CP006986.1:['XOC_0080', '5080705', '5082049', '1', '80.089', 'True']
AYWU01000001.1:['XOC_0084', '5484203', '5485406', '-1', '89.25', 'True']
AYWU01000001.1:['XOC_0082', '5481982', '5482819', '-1', '80.756', 'True']
AYWU01000001.1:['XOC_0079', '5479183', '5480182', '-1', '77.946', 'True']
AYWU01000001.1:['XOC_0081', '5481679', '5481949', '-1', '80.756', 'True']
AYWU01000001.1:['XOC_0080', '5480336', '5481680', '-1', '87.248', 'True']
AYWU01000001.1:['XOC_0083', '1753409', '1754666', '1', '30.548', 'True']
AYWU01000001.1:['XOC_0076', '5475456', '5476506', '-1', '89.443', 'True']
AYWU01000001.1:['XOC_0078', '5477484', '5479035', '-1', '76.389', 'True']
AYWU01000001.1:['XOC_0083', '5482820', '5484110', '-1', '84.651', 'True']
AYWU01000001.1:['XOC_0077', '5476591', '5477488', '-1', '73.038', 'True']
ATTN01000001.1:['XOC_0083', '7010064', '7010385', '-1', '34.356', 'True']
ATTN01000001.1:['XOC_0082', '7008783', '7010043', '-1', '34.356', 'True']
ATTN01000001.1:['XOC_0076', '7002232', '7003399', '-1', '82.222', 'True']
ATTN01000001.1:['XOC_0078', '7004284', '7005838', '-1', '73.176', 'True']
ATTN01000001.1:['XOC_0084', '7010390', '7011671', '-1', '85.0', 'True']
ATTN01000001.1:['XOC_0080', '7006611', '7007955', '-1', '78.747', 'True']
ATTN01000001.1:['XOC_0077', '7003385', '7004288', '-1', '70.169', 'True']
ATTN01000001.1:['XOC_0081', '7007954', '7008797', '-1', '84.791', 'True']
ATTN01000001.1:['XOC_0079', '7001114', '7002044', '1', '32.319', 'True']
ATTN01000001.1:['XOC_0086', '7001114', '7002044', '1', '100.0', 'True']
AYVX01000001.1:['XOC_0078', '4828139', '4829690', '1', '74.853', 'True']
AYVX01000001.1:['XOC_0080', '4825513', '4826857', '1', '85.235', 'True']
AYVX01000001.1:['XOC_0084', '4821792', '4822995', '1', '87.5', 'True']
AYVX01000001.1:['XOC_0079', '4827004', '4827994', '1', '75.71', 'True']
AYVX01000001.1:['XOC_0082', '4824377', '4824638', '1', '81.443', 'True']
AYVX01000001.1:['XOC_0076', '4830575', '4831721', '1', '85.0', 'True']
AYVX01000001.1:['XOC_0081', '4824668', '4825514', '1', '81.443', 'True']
AYVX01000001.1:['XOC_0083', '4823020', '4824376', '1', '82.506', 'True']
AYVX01000001.1:['XOC_0077', '4829686', '4830589', '1', '71.672', 'True']
AEYE02000001.1:['XOC_0078', '6723682', '6725224', '1', '66.214', 'True']
AEYE02000001.1:['XOC_0084', '6717306', '6718509', '1', '81.5', 'True']
AEYE02000001.1:['XOC_0083', '1533393', '1534638', '-1', '28.818', 'True']
AEYE02000001.1:['XOC_0080', '6721038', '6722376', '1', '72.584', 'True']
AEYE02000001.1:['XOC_0081', '6720151', '6721033', '1', '82.437', 'True']
AEYE02000001.1:['XOC_0082', '6719892', '6720201', '1', '55.66', 'True']
AEYE02000001.1:['XOC_0077', '6725213', '6726119', '1', '66.084', 'True']
AEYE02000001.1:['XOC_0083', '6718508', '6719891', '1', '82.297', 'True']
AEYE02000001.1:['XOC_0079', '6722465', '6723458', '1', '72.99', 'True']
